st_id,st_tui_math1,st_tui_hindi1,st_tui_other1,st_tui_math_hrs1,ts_grade1,tot_hindi1,tot_math1,per_math1,per_hindi1,m_theta_eap1,m_theta_mle1,h_theta_eap1,h_theta_mle1,any_tuition1,quint_math1,quint_hindi1,terc_math1,terc_hindi1,st_tui_math2,st_tui_hindi2,st_tui_other2,st_tui_math_hrs2,ts_grade2,tot_hindi2,tot_math2,per_math2,per_hindi2,m_theta_eap2,m_theta_mle2,h_theta_eap2,h_theta_mle2,any_tuition2,ms_center1,st_age1,st_female1,st_grade1,treat,strata,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
GP017,0,0,1,.,7-Jun,15,14,0.4,0.5,0.5550292,0.4994485,0.3162954,0.3334348,1,4,4,3,2,,,,.,,,,,,,,,,,Govindpuri,13,1,7,1,9,2.887322,0,0,0,1,0,0
GP018,0,0,0,.,9-Aug,10,11,0.3142857,0.3333333,-0.0765086,-0.1443195,-0.2551665,-0.1644174,0,2,2,1,1,1,0,0,1-2 hours,9-Aug,11,14,0.4,0.3666667,0.3830205,0.4013553,-0.665453,-0.3969745,1,Govindpuri,,1,8,0,10,1.305296,0,0,0,0,1,0
GP019,0,0,0,.,9-Aug,18,7,0.2,0.6,-1.779225,-1.539317,1.351144,1.140847,0,1,5,1,3,0,1,0,.,9-Aug,17,21,0.6,0.5666667,1.263693,1.019349,0.5286992,0.5130315,1,Govindpuri,,1,8,1,10,1.305296,0,0,0,0,1,0
GP021,0,0,0,.,7-Jun,11,12,0.3428572,0.3666667,-0.4105169,-0.1566996,-1.217694,-1.103921,0,3,1,2,1,0,1,0,.,7-Apr,4,8,0.2352941,0.1333333,-0.9142507,-0.5074691,-1.820771,-1.926331,1,Govindpuri,,0,7,0,11,-2.201351,0,0,0,1,0,0
GP022,0,0,0,.,7-Jun,17,8,0.2285714,0.5666667,-2.142097,-2.482036,0.392231,0.3822654,0,1,4,1,3,0,0,1,.,7-Apr,24,15,0.4411765,0.8,-0.3431549,-0.2186081,1.547325,1.27643,1,Govindpuri,11,0,7,1,6,-0.1360692,0,0,0,1,0,0
GP024,0,0,0,.,7-Jun,15,18,0.5142857,0.5,1.446503,1.10611,0.2869142,0.3586872,0,5,4,3,3,1,0,1,1-2 hours,7-Apr,20,18,0.5294118,0.6666667,0.7980247,0.6789071,1.076527,0.9486039,1,Govindpuri,12,0,6,0,6,2.094735,0,0,1,0,0,0
GP025,0,0,0,.,7-Jun,21,11,0.3142857,0.7,0.1069646,0.1083897,1.425513,1.234081,0,3,5,2,3,1,1,0,1-2 hours,7-Apr,21,21,0.6176471,0.7,1.264879,0.9681159,1.055235,0.8944405,1,Govindpuri,11,0,6,0,11,1.4008,0,0,1,0,0,0
GP028,0,0,1,.,7-Jun,8,5,0.1428571,0.2666667,-2.333701,-3.34594,-2.091355,-2.286162,1,1,1,1,1,1,0,0,1-2 hours,7-Apr,8,17,0.5,0.2666667,0.2784957,0.331008,-1.638642,-1.304006,1,Govindpuri,11,0,6,1,6,-0.9738676,0,0,1,0,0,0
GP029,1,0,0,More than 4 hours,7-Jun,3,5,0.1428571,0.1,-1.150174,-1.297055,-1.955368,-2.290626,1,1,1,1,1,,,,.,,,,,,,,,,,Govindpuri,,0,6,0,6,0.0460209,0,0,1,0,0,0
GP030,1,0,0,More than 4 hours,7-Jun,9,18,0.5142857,0.3,0.9569882,0.8137799,-0.756052,-0.5381957,1,5,2,3,2,1,0,1,1-2 hours,7-Apr,15,15,0.4411765,0.5,0.2566934,0.2863159,0.0286287,0.0881514,1,Govindpuri,,0,6,0,6,0.1241006,0,0,1,0,0,0
GP031,0,0,1,.,7-Jun,11,5,0.1428571,0.3666667,-2.402203,-3.458852,-0.6422821,-0.4765826,1,1,2,1,2,0,1,0,.,7-Apr,12,6,0.1764706,0.4,-1.869421,-2.391871,-0.8487231,-0.6355802,1,Govindpuri,11,0,6,1,6,-2.09886,0,0,1,0,0,0
GP032,1,0,0,Less than 1 hour,7-Jun,11,13,0.3714286,0.3666667,0.4678954,0.4507857,-0.5223526,-0.3291574,1,4,2,3,1,0,0,1,.,7-Apr,19,18,0.5294118,0.6333333,0.7368621,0.6214883,0.4428806,0.4556606,1,Govindpuri,,0,7,1,7,2.861408,0,0,0,1,0,0
GP033,0,0,1,.,9-Aug,7,9,0.2571429,0.2333333,-0.368435,-0.2348274,-0.6866219,-0.4816014,1,2,1,1,1,,,,.,,,,,,,,,,,Govindpuri,13,0,8,0,6,0.1241006,0,0,0,0,1,0
GP034,0,1,0,.,7-Jun,15,7,0.2,0.5,-1.69829,-1.263524,0.086114,0.183085,1,1,4,1,3,0,0,1,.,7-Apr,19,16,0.4705882,0.6333333,-0.0873713,0.0677249,0.6991065,0.6355009,1,Govindpuri,13,0,6,0,6,-3.43481,0,0,1,0,0,0
GP035,0,1,0,.,7-Jun,14,14,0.4,0.4666667,0.5631016,0.5821064,0.0726547,0.1154574,1,5,4,3,2,0,0,1,.,7-Apr,15,17,0.5,0.5,0.8113045,0.7078276,0.0992529,0.1758518,1,Govindpuri,9,0,6,0,6,-1.857313,0,0,1,0,0,0
GP036,0,1,0,.,7-Jun,2,1,0.0285714,0.0666667,-2.413106,-3.712901,-2.18511,-2.979465,1,1,1,1,1,0,0,1,.,7-Apr,10,10,0.2941177,0.3333333,-0.7382836,-0.4626778,-1.293114,-0.9339395,1,Govindpuri,11,0,6,1,6,-1.351688,0,0,1,0,0,0
GP037,0,0,1,.,7-Jun,6,3,0.0857143,0.2,-2.333552,-3.193559,-1.116998,-0.8842009,1,1,2,1,1,1,1,1,Less than 1 hour,7-Apr,11,5,0.1470588,0.3666667,-1.532934,-1.651494,-0.7468246,-0.5066382,1,Govindpuri,12,0,6,0,6,1.978948,0,0,1,0,0,0
GP038,0,0,0,.,9-Aug,14,12,0.3428572,0.4666667,0.5236906,0.5465986,0.7222028,0.7045074,0,4,4,2,3,1,0,0,1-2 hours,9-Aug,27,24,0.6857143,0.9,2.144469,1.647291,2.529346,2.289282,1,Govindpuri,14,1,8,1,9,1.4008,0,0,0,0,1,0
GP039,0,0,1,.,9-Aug,22,15,0.4285714,0.7333333,1.686138,1.368205,1.733614,1.457543,1,5,5,3,3,,,,.,,,,,,,,,,,Govindpuri,15,1,8,1,11,1.935715,0,0,0,0,1,0
GP040,0,1,0,.,7-Jun,9,7,0.2,0.3,-1.706716,-1.512622,-1.648205,-1.624846,1,1,1,1,1,0,0,1,.,7-Apr,9,10,0.2941177,0.3,-0.8140988,-0.5134148,-1.558519,-1.359042,1,Govindpuri,11,1,6,1,7,0.1802945,0,0,1,0,0,0
GP041,1,0,0,More than 4 hours,7-Jun,25,14,0.4,0.8333333,1.031326,0.8991719,2.323738,1.976392,1,5,5,3,3,0,0,0,.,7-Apr,25,28,0.8235294,0.8333333,2.20121,1.815688,1.845975,1.7761,0,Govindpuri,16,0,7,1,7,0.1802945,0,0,0,1,0,0
GP042,0,1,0,.,7-Jun,4,4,0.1142857,0.1333333,-2.076868,-3.31973,-2.16145,-2.976002,1,1,1,1,1,1,1,0,1-2 hours,7-Apr,6,0,0,0.2,,,-1.413546,-1.122659,1,Govindpuri,12,0,7,0,6,-1.81858,0,0,0,1,0,0
GP043,0,0,0,.,7-Jun,8,17,0.4857143,0.2666667,1.064756,0.9866406,-2.195023,-3.345892,0,5,1,3,1,0,1,0,.,7-Apr,11,19,0.5588235,0.3666667,1.050679,0.8762077,-1.021592,-0.7198216,1,Govindpuri,11,0,7,1,6,-4.251866,0,0,0,1,0,0
GP044,0,1,0,.,7-Jun,17,14,0.4,0.5666667,0.2685964,0.3241377,0.4871266,0.4548936,1,4,4,2,3,0,0,1,.,7-Apr,25,28,0.8235294,0.8333333,2.609496,2.059828,1.93253,1.702261,1,Govindpuri,12,0,7,1,6,-1.337381,0,0,0,1,0,0
GP047,0,0,0,.,7-Jun,0,2,0.0571429,0,-1.65707,-1.610949,,,0,1,,1,,,,,.,,,,,,,,,,,Govindpuri,,0,7,1,6,0.6448682,0,0,0,1,0,0
GP048,0,0,0,.,7-Jun,11,5,0.1428571,0.3666667,-1.267153,-0.8591655,-0.3558939,-0.2412172,0,1,2,1,2,,,,.,,,,,,,,,,,Govindpuri,13,0,7,1,6,0.6448682,0,0,0,1,0,0
GP049,0,0,0,.,5-Apr,11,5,0.1428571,0.3666667,-1.316364,-0.8348001,-1.076711,-0.9036283,0,3,3,2,2,0,0,1,.,7-Apr,14,18,0.5294118,0.4666667,0.2885314,0.3041509,-0.0838853,-0.0057805,1,Govindpuri,,1,5,1,11,1.289587,0,1,0,0,0,0
GP052,0,1,0,.,9-Aug,12,8,0.2285714,0.4,0.2146972,0.2447647,-0.2990971,-0.1921479,1,3,2,2,1,0,0,1,.,9-Aug,16,19,0.5428572,0.5333334,0.984745,0.7901142,0.316205,0.2854034,1,Govindpuri,14,1,8,1,9,0.9525119,0,0,0,0,1,0
GP053,0,1,0,.,7-Jun,13,5,0.1428571,0.4333333,-2.427568,-3.461045,0.0269376,0.0755885,1,1,4,1,2,0,0,1,.,7-Apr,12,10,0.2941177,0.4,-0.5247476,-0.2703449,-0.3737462,-0.2523735,1,Govindpuri,10,1,6,0,7,0.2236999,0,0,1,0,0,0
GP054,0,1,0,.,7-Jun,16,9,0.2571429,0.5333334,-0.2965489,-0.0963387,0.5179367,0.490476,1,3,5,2,3,1,1,0,1-2 hours,7-Apr,19,17,0.5,0.6333333,0.602102,0.5740995,0.6678578,0.578881,1,Govindpuri,,1,6,1,9,-0.6318316,0,0,1,0,0,0
GP055,0,0,1,.,7-Jun,14,12,0.3428572,0.4666667,-0.9139893,-0.5614256,0.0856381,0.1631569,1,2,3,1,2,0,0,1,.,7-Apr,21,22,0.6470588,0.7,0.9887475,0.7647619,0.5948128,0.5318345,1,Govindpuri,14,1,7,1,9,-2.106704,0,0,0,1,0,0
GP056,0,0,1,.,7-Jun,15,14,0.4,0.5,0.1373337,0.1713053,0.2313436,0.2659471,1,4,4,2,3,0,0,1,.,7-Apr,21,19,0.5588235,0.7,0.828247,0.7209002,0.978215,0.8719659,1,Govindpuri,,1,6,1,11,2.384927,0,0,1,0,0,0
GP057,0,0,1,.,7-Jun,12,12,0.3428572,0.4,0.3185504,0.327563,-0.5396037,-0.3987698,1,4,3,3,2,1,1,1,1-2 hours,7-Apr,17,16,0.4705882,0.5666667,0.8104905,0.7227122,0.6439319,0.5948188,1,Govindpuri,,1,6,0,11,0.0621035,0,0,1,0,0,0
GP058,1,0,1,1-2 hours,7-Jun,22,23,0.6571429,0.7333333,2.442485,1.799324,1.550953,1.307879,1,5,5,3,3,1,0,1,1-2 hours,7-Apr,29,32,0.9411765,0.9666666,3.644693,3.149095,2.920305,3.209694,1,Govindpuri,13,1,7,1,8,3.658444,0,0,0,1,0,0
GP059,0,0,1,.,7-Jun,24,20,0.5714286,0.8,1.797155,1.406743,1.897521,1.660978,1,5,5,3,3,1,0,1,1-2 hours,7-Apr,28,30,0.8823529,0.9333333,2.942199,2.422607,2.811786,2.896524,1,Govindpuri,12,1,7,1,8,-1.445419,0,0,0,1,0,0
GP060,0,0,0,.,9-Aug,27,16,0.4571429,0.9,1.450686,1.254904,3.10509,2.807858,0,5,5,3,3,,,,.,,,,,,,,,,,Govindpuri,13,1,8,0,8,-0.6318316,0,0,0,0,1,0
GP061,1,0,0,More than 4 hours,9-Aug,25,12,0.3428572,0.8333333,0.6299011,0.5785794,2.823689,2.652367,1,4,5,2,3,1,0,0,1-2 hours,9-Aug,25,26,0.7428572,0.8333333,2.25983,1.774481,2.119904,1.962808,1,Govindpuri,14,1,8,1,8,0.1241006,0,0,0,0,1,0
GP062,0,0,0,.,7-Jun,21,10,0.2857143,0.7,-0.0136084,0.0687886,1.142662,1.033235,0,3,5,2,3,0,0,0,.,7-Apr,21,24,0.7058824,0.7,1.748939,1.387029,1.06023,0.938754,0,Govindpuri,13,1,6,1,7,-2.106704,0,0,1,0,0,0
GP063,0,1,0,.,9-Aug,5,5,0.1428571,0.1666667,-2.231894,-3.712901,-0.7635872,-0.5510166,1,1,1,1,1,1,1,0,3-4 hours,9-Aug,21,14,0.4,0.7,-0.6395568,-0.4181487,0.9143408,0.7708715,1,Govindpuri,14,1,8,0,7,-3.458429,0,0,0,0,1,0
GP064,1,0,0,More than 4 hours,7-Jun,17,19,0.5428572,0.5666667,1.550253,1.244121,0.6320571,0.5962214,1,5,4,3,3,0,0,1,.,7-Apr,22,27,0.7941176,0.7333333,2.339433,1.828114,1.333781,1.160306,1,Govindpuri,,0,7,0,8,-0.5456237,0,0,0,1,0,0
GP065,0,0,1,.,5-Apr,16,9,0.2571429,0.5333334,-1.224675,-0.8807319,-0.2054832,-0.1165286,1,1,5,1,3,0,0,1,.,7-Apr,15,9,0.2647059,0.5,-1.460798,-1.18809,-0.191455,-0.0890105,1,Govindpuri,8,0,4,1,8,2.078653,1,0,0,0,0,0
GP066,1,0,1,More than 4 hours,7-Jun,22,19,0.5428572,0.7333333,1.706761,1.327232,1.572905,1.411011,1,5,5,3,3,,,,.,7-Apr,28,29,0.8529412,0.9333333,2.804174,2.212759,2.751118,2.860891,,Govindpuri,12,1,7,0,9,0.6448682,0,0,0,1,0,0
GP067,0,1,0,.,5-Apr,14,12,0.3428572,0.4666667,-0.4125095,-0.18814,-0.4551472,-0.38439,1,4,4,2,2,1,1,1,1-2 hours,7-Apr,12,13,0.3823529,0.4,0.2156493,0.2665541,-0.1976315,-0.0727144,1,Govindpuri,6,0,4,0,11,1.4008,1,0,0,0,0,0
GP070,1,0,0,1-2 hours,9-Aug,17,14,0.4,0.5666667,0.6708118,0.6108951,1.294432,1.11976,1,4,5,3,3,0,0,1,.,9-Aug,23,29,0.8285714,0.7666667,2.781846,2.290393,1.31019,1.121003,1,Govindpuri,,1,8,1,9,0.1733165,0,0,0,0,1,0
GP071,1,1,1,3-4 hours,9-Aug,8,16,0.4571429,0.2666667,-0.1599992,-0.2053875,-0.8825762,-0.9662704,1,2,1,1,1,0,1,1,.,9-Aug,9,11,0.3142857,0.3,-0.5503798,-0.3057556,-1.290717,-1.527957,1,Govindpuri,13,0,8,0,10,-2.366272,0,0,0,0,1,0
GP072,1,1,1,More than 4 hours,7-Jun,21,15,0.4285714,0.7,0.7270447,0.64484,1.261362,1.168601,1,5,5,3,3,0,0,1,.,7-Apr,19,22,0.6470588,0.6333333,1.470248,1.173492,0.6119767,0.5808478,1,Govindpuri,,0,7,0,9,-0.2912572,0,0,0,1,0,0
GP073,1,0,1,More than 4 hours,7-Jun,18,10,0.2857143,0.6,0.1544144,0.2473606,0.8400082,0.7109792,1,3,4,2,3,0,0,1,.,7-Apr,19,18,0.5294118,0.6333333,0.7404029,0.6487852,0.8750234,0.7623183,1,Govindpuri,,0,7,0,9,1.623184,0,0,0,1,0,0
GP074,1,1,1,More than 4 hours,7-Jun,25,21,0.6,0.8333333,1.9908,1.573741,2.218147,1.830302,1,5,5,3,3,0,0,1,.,7-Apr,24,28,0.8235294,0.8,2.651314,2.090292,1.644188,1.4006,1,Govindpuri,,0,7,0,9,2.42101,0,0,0,1,0,0
GP075,0,0,1,.,9-Aug,19,16,0.4571429,0.6333333,1.560301,1.368156,1.45418,1.25378,1,5,5,3,3,0,0,1,.,9-Aug,22,21,0.6,0.7333333,1.537266,1.172699,1.274438,1.105751,1,Govindpuri,,1,8,0,9,0.1392902,0,0,0,0,1,0
GP076,0,0,1,.,7-Jun,15,14,0.4,0.5,0.39195,0.3332526,0.2221914,0.3189805,1,4,4,3,3,1,1,0,1-2 hours,7-Apr,15,27,0.7941176,0.5,2.370038,1.844608,-0.0788777,-0.0060017,1,Govindpuri,11,0,6,1,11,-1.254632,0,0,1,0,0,0
GP077,0,0,0,.,7-Jun,12,17,0.4857143,0.4,1.171883,1.041285,-0.5600379,-0.4121044,0,5,2,3,1,0,1,0,.,7-Apr,16,21,0.6176471,0.5333334,1.283872,1.039365,0.1187089,0.1487771,1,Govindpuri,13,0,7,0,6,-1.337381,0,0,0,1,0,0
GP078,1,1,0,More than 4 hours,9-Aug,10,8,0.2285714,0.3333333,0.0222456,0.0418686,-0.3136407,-0.1586477,1,2,2,2,1,1,0,0,1-2 hours,9-Aug,17,21,0.6,0.5666667,1.329466,1.096382,0.5304061,0.5079879,1,Govindpuri,14,1,8,0,7,-1.425676,0,0,0,0,1,0
GP079,0,1,0,.,9-Aug,12,12,0.3428572,0.4,0.2309801,0.2551652,0.1112536,0.2286875,1,3,3,2,2,0,0,1,.,9-Aug,8,13,0.3714286,0.2666667,-0.2853775,-0.100152,-1.378719,-1.015087,1,Govindpuri,12,1,8,0,8,-2.462592,0,0,0,0,1,0
GP080,0,0,1,.,5-Apr,10,7,0.2,0.3333333,-1.208931,-0.7261508,-1.118332,-0.8360493,1,2,2,1,1,1,1,0,More than 4 hours,7-Apr,10,12,0.3529412,0.3333333,-0.3592611,-0.141066,-0.71406,-0.4558785,1,Govindpuri,13,0,4,0,10,0.2161191,1,0,0,0,0,0
GP081,1,0,0,More than 4 hours,9-Aug,9,9,0.2571429,0.3,-0.2112475,-0.1122935,-0.6552772,-0.4700612,1,2,1,1,1,1,0,0,More than 4 hours,9-Aug,5,15,0.4285714,0.1666667,0.0282532,0.1473185,-1.63568,-1.971413,1,Govindpuri,,1,8,0,8,-1.337381,0,0,0,0,1,0
GP082,1,0,0,More than 4 hours,7-Jun,18,12,0.3428572,0.6,0.5198983,0.5413324,0.7204337,0.6656214,1,4,4,3,3,1,1,0,1-2 hours,7-Apr,25,22,0.6470588,0.8333333,1.282583,1.007925,1.818462,1.602351,1,Govindpuri,15,1,7,0,8,-0.0891453,0,0,0,1,0,0
GP083,1,0,0,More than 4 hours,7-Jun,16,9,0.2571429,0.5333334,-0.3268484,-0.2043747,0.3594754,0.3576926,1,2,4,2,2,1,0,0,Less than 1 hour,7-Apr,16,18,0.5294118,0.5333334,1.068929,0.8379309,0.0766053,0.1093137,1,Govindpuri,,1,7,0,8,-0.6318316,0,0,0,1,0,0
GP085,0,0,1,.,7-Jun,13,9,0.2571429,0.4333333,-0.5128455,-0.310022,-0.0797266,0.0142223,1,2,3,1,2,1,1,0,1-2 hours,7-Apr,12,15,0.4411765,0.4,-0.0163938,0.0947921,-0.3236628,-0.1936658,1,Govindpuri,11,1,7,1,8,0.1241006,0,0,0,1,0,0
GP086,0,0,1,.,7-Jun,17,8,0.2285714,0.5666667,-0.7768135,-0.4630895,0.6285053,0.5851404,1,2,4,1,3,1,1,0,2-3 hours,7-Apr,19,16,0.4705882,0.6333333,0.2284971,0.3288614,0.5006269,0.4496136,1,Govindpuri,13,1,7,1,8,-1.883837,0,0,0,1,0,0
GP087,1,1,0,More than 4 hours,9-Aug,10,8,0.2285714,0.3333333,-0.16354,-0.0984718,-0.0783317,0.0488662,1,2,2,1,2,1,1,0,1-2 hours,9-Aug,14,20,0.5714286,0.4666667,1.287215,1.031623,-0.2148983,-0.1244374,1,Govindpuri,,1,8,1,9,-2.779888,0,0,0,0,1,0
GP088,0,0,1,.,7-Jun,20,13,0.3714286,0.6666667,0.3800351,0.3401955,0.9312165,0.8692322,1,4,5,3,3,0,0,1,.,7-Apr,18,22,0.6470588,0.6,1.290627,1.043484,0.6794716,0.63368,1,Govindpuri,,1,6,0,9,-0.6452228,0,0,1,0,0,0
GP089,1,1,1,1-2 hours,7-Jun,14,13,0.3714286,0.4666667,0.3958329,0.4075288,-0.0756549,-0.0467703,1,4,4,3,2,0,1,0,.,7-Apr,13,17,0.5,0.4333333,0.4321028,0.406697,-0.3445673,-0.2142137,1,Govindpuri,,1,6,1,10,1.4008,0,0,1,0,0,0
GP091,1,1,1,1-2 hours,9-Aug,13,14,0.4,0.4333333,1.429857,1.241751,0.3141239,0.4096585,1,5,3,3,2,,,,.,,,,,,,,,,,Govindpuri,,1,8,1,9,0.3216378,0,0,0,0,1,0
GP092,1,1,1,1-2 hours,9-Aug,23,21,0.6,0.7666667,2.431433,1.888752,2.196082,1.862729,1,5,5,3,3,0,0,1,.,9-Aug,18,18,0.5142857,0.6,1.143957,0.908982,0.5996486,0.6053396,1,Govindpuri,,1,8,0,9,-0.9497191,0,0,0,0,1,0
GP093,0,1,0,.,5-Apr,13,24,0.6857143,0.4333333,1.553526,1.249234,-0.926942,-0.6633348,1,5,3,3,2,0,0,1,.,7-Apr,24,23,0.6764706,0.8,1.433988,1.154862,1.756832,1.510183,1,Govindpuri,,0,4,0,7,1.690992,1,0,0,0,0,0
GP094,0,0,0,.,7-Jun,16,10,0.2857143,0.5333334,-0.1271359,0.0007411,0.5263853,0.5309618,0,3,5,2,3,0,0,1,.,7-Apr,21,8,0.2352941,0.7,-0.6979702,-0.3897224,1.238488,1.051516,1,Govindpuri,,1,6,0,8,1.4008,0,0,1,0,0,0
GP095,0,0,1,.,7-Jun,12,15,0.4285714,0.4,0.2616895,0.2282299,-0.2955951,-0.1613157,1,4,3,2,2,0,0,0,.,7-Apr,19,25,0.7352941,0.6333333,1.826091,1.43093,0.7455546,0.6509899,0,Govindpuri,11,0,6,1,6,1.389187,0,0,1,0,0,0
TK001,0,0,1,.,7-Jun,14,12,0.3428572,0.4666667,0.1753782,0.2113658,-0.2401559,-0.1276448,1,3,3,2,2,0,0,1,.,7-Apr,19,11,0.3235294,0.6333333,-0.2214966,-0.0794277,0.5593036,0.5027825,1,Tekhand,11,1,7,1,19,-0.6318316,0,0,0,1,0,0
TK002,0,1,0,.,7-Jun,5,3,0.0857143,0.1666667,-1.611331,-2.151469,-1.303005,-1.093069,1,1,1,1,1,0,1,0,.,7-Apr,3,12,0.3529412,0.1,-0.8838704,-0.5537891,-2.193712,-3.407813,1,Tekhand,11,1,6,0,15,-0.6318316,0,0,1,0,0,0
TK006,0,0,1,.,9-Aug,11,10,0.2857143,0.3666667,0.1307274,0.1756121,0.0261429,0.1806402,1,3,3,2,2,1,1,0,2-3 hours,9-Aug,15,18,0.5142857,0.5,0.8667968,0.7354385,0.024106,0.0784729,1,Tekhand,14,1,8,1,15,2.384927,0,0,0,0,1,0
TK007,0,0,1,.,9-Aug,13,5,0.1428571,0.4333333,-0.1467542,-0.0300222,0.612968,0.5889184,1,2,4,1,2,1,0,0,1-2 hours,9-Aug,17,16,0.4571429,0.5666667,0.3515787,0.3050766,0.2259082,0.2435926,1,Tekhand,,1,8,1,19,-0.0606807,0,0,0,0,1,0
TK009,1,1,0,1-2 hours,9-Aug,18,7,0.2,0.6,0.1570193,0.2282808,0.927181,0.8112257,1,3,4,2,3,0,0,1,.,9-Aug,22,20,0.5714286,0.7333333,1.15512,0.9418227,1.285231,1.131061,1,Tekhand,,1,8,1,19,-3.05139,0,0,0,0,1,0
TK010,0,1,0,.,9-Aug,12,11,0.3142857,0.4,0.2971215,0.3409038,0.2606319,0.3271698,1,3,3,2,2,0,1,0,.,9-Aug,19,10,0.2857143,0.6333333,-0.3538099,-0.1293525,0.8457518,0.7847519,1,Tekhand,13,1,8,0,18,-0.5490831,0,0,0,0,1,0
TK011,0,0,0,.,7-Jun,14,14,0.4,0.4666667,0.5839397,0.5225358,0.2104244,0.2532794,0,5,4,3,3,0,0,0,.,7-Apr,24,25,0.7352941,0.8,1.929691,1.500225,1.772579,1.512812,0,Tekhand,12,1,6,1,14,-1.635152,0,0,1,0,0,0
TK012,0,0,1,.,9-Aug,14,12,0.3428572,0.4666667,0.5949917,0.5192297,0.6115336,0.5776652,1,3,4,2,2,0,0,1,.,9-Aug,22,23,0.6571429,0.7333333,1.657077,1.31132,1.380908,1.160907,1,Tekhand,13,1,8,1,17,0.2236999,0,0,0,0,1,0
TK013,0,1,0,.,9-Aug,11,11,0.3142857,0.3666667,-0.7290675,-0.5352643,0.0128314,0.1128238,1,1,3,1,2,0,0,1,.,9-Aug,18,13,0.3714286,0.6,-0.1835953,-0.0113591,0.3896559,0.3828008,1,Tekhand,12,1,8,0,18,2.094735,0,0,0,0,1,0
TK014,0,0,1,.,9-Aug,10,10,0.2857143,0.3333333,0.1483595,0.1869802,0.2837931,0.4148175,1,3,3,2,2,0,0,1,.,9-Aug,20,16,0.4571429,0.6666667,0.2984751,0.3291668,0.8350593,0.7757587,1,Tekhand,15,1,8,0,19,2.394305,0,0,0,0,1,0
TK015,0,0,1,.,7-Jun,2,11,0.3142857,0.0666667,0.3521034,0.3723496,-2.576035,-3.818705,1,4,1,3,1,1,0,0,1-2 hours,7-Apr,8,10,0.2941177,0.2666667,-0.6381953,-0.3271473,-1.707766,-1.561074,1,Tekhand,,1,6,0,18,1.623184,0,0,1,0,0,0
TK016,1,0,0,3-4 hours,7-Jun,20,12,0.3428572,0.6666667,0.3587302,0.3944873,1.24645,1.084568,1,4,5,3,3,1,0,0,3-4 hours,7-Apr,21,27,0.7941176,0.7,2.14417,1.635715,1.107673,0.939137,1,Tekhand,12,1,6,0,14,0.1241006,0,0,1,0,0,0
TK017,0,0,0,.,7-Jun,10,3,0.0857143,0.3333333,-2.097728,-2.736651,-1.61999,-1.413116,0,1,1,1,1,1,0,0,1-2 hours,7-Apr,9,6,0.1764706,0.3,-1.37186,-0.9432471,-1.304757,-1.043186,1,Tekhand,14,1,7,0,16,-2.55569,0,0,0,1,0,0
TK018,1,1,0,Less than 1 hour,7-Jun,9,8,0.2285714,0.3,-0.3674804,-0.2211539,-0.897191,-0.6297295,1,2,2,2,1,0,0,1,.,7-Apr,6,15,0.4411765,0.2,0.2843915,0.3089631,-1.988104,-2.885501,1,Tekhand,12,1,7,1,15,-2.4718,0,0,0,1,0,0
TK019,0,0,1,.,7-Jun,9,4,0.1142857,0.3,-1.652975,-1.261049,-1.218835,-0.9828286,1,1,1,1,1,1,0,0,3-4 hours,7-Apr,14,5,0.1470588,0.4666667,-1.395283,-0.9793664,-0.4618606,-0.3129022,1,Tekhand,11,1,7,0,17,-0.3550317,0,0,0,1,0,0
TK021,1,0,0,Less than 1 hour,7-Jun,16,13,0.3714286,0.5333334,0.1782221,0.1944176,0.2917387,0.3308141,1,3,4,2,2,,,,.,,,,,,,,,,,Tekhand,14,1,7,0,16,-0.9296035,0,0,0,1,0,0
TK022,1,1,1,Less than 1 hour,7-Jun,20,16,0.4571429,0.6666667,1.231475,1.024638,1.136378,0.9859719,1,5,5,3,3,0,0,1,.,7-Apr,24,24,0.7058824,0.8,1.664669,1.292164,1.544872,1.312792,1,Tekhand,13,1,7,1,17,0.2126596,0,0,0,1,0,0
TK023,1,1,0,1-2 hours,9-Aug,10,10,0.2857143,0.3333333,-0.8147796,-0.5143855,-0.4599061,-0.4752514,1,1,1,1,1,1,0,0,2-3 hours,9-Aug,12,10,0.2857143,0.4,-1.967942,-1.943886,-1.04784,-0.761786,1,Tekhand,13,1,8,1,17,-1.401155,0,0,0,0,1,0
TK024,1,1,1,Less than 1 hour,7-Jun,13,8,0.2285714,0.4333333,-1.509387,-1.184984,-0.4152996,-0.2674538,1,1,3,1,2,0,0,1,.,7-Apr,24,23,0.6764706,0.8,1.690083,1.296265,1.5485,1.330913,1,Tekhand,11,1,6,1,14,0.5956523,0,0,1,0,0,0
TK025,0,1,0,.,7-Jun,14,10,0.2857143,0.4666667,-0.5403658,-0.3210439,-0.0508913,0.0265536,1,2,3,1,2,0,0,1,.,7-Apr,13,8,0.2352941,0.4333333,-0.7497886,-0.3965183,-0.1203079,-0.0293803,1,Tekhand,12,1,7,0,17,0.0652778,0,0,0,1,0,0
TK027,1,1,0,Less than 1 hour,7-Jun,19,13,0.3714286,0.6333333,0.4104203,0.4002798,0.9926276,0.9189475,1,4,5,3,3,0,0,1,.,7-Apr,16,21,0.6176471,0.5333334,1.219881,1.000091,-0.0214129,0.0160889,1,Tekhand,12,1,6,1,17,-0.9296035,0,0,1,0,0,0
